,Comments
80,"USMAN KHAN
3 days ago
Love you Russia ❤️❤️
17
REPLY"
81,"Karanikolas Spartan
1 day ago
This shows how the truth comes out and the lies are exposed. How can they do this to their own soldiers?
REPLY"
82,"Arisha Nepofka
3 days ago
thank you for the truth!
14
REPLY"
83,"Ariel O Q
3 days ago
This is a direct punch in the face to western media...
4
REPLY"
84,"Amaking10000
2 days ago
You guys are heroes. Do not fight NATO's wars!
1
REPLY"
85,"Cheese Cake
3 days ago
We are with you russia Indians are with you. More power to you
82
REPLY"
86,"Leo Man
3 days ago
Kiev play dirty since beginning 10-9 years ago till now
19
REPLY"
87,"Buck Fizzard
2 days ago
Love from USA may God have mercy on us all
REPLY"
88,"Otar the Foul
2 days ago
Full support for Russia 🇷🇺 Love from India 🇮🇳
REPLY"
89,"Pelteke Chum
3 days ago
Now the comedian is asking his own citizen to become human shield & then when killed, they are considered as civillian death. Pathetic.
6
REPLY"
90,"RONALD BACHIDEH
3 days ago
It’s funny ,how a grandson of a holocaust surviver can tolerate himself after it was his decision to bring this hardship to his people
32
REPLY"
91,"Ivy Mike
2 days ago
When the reality of the situation is Life and Death, most people will say anything.
REPLY"
92,"Surendrasinh Chauhan
3 days ago
Russia... We are with you... Because you always support us...🇮🇳... 🇷🇺....
45
REPLY"
93,"Robert Hill
2 days ago
Quite right and sensible thinking. What on earth is a medal good for to a dead person . With Respect , From Robert of Australia 🇦🇺.
REPLY"
94,"Not Dua Lipa ♪
3 days ago
Protect the motherland Russia 🇷🇺 don’t lose faith in GOD! He is with you
75
REPLY"
95,"Erwin Ackerman
3 days ago
The whole thing is sad
12
REPLY"
96,"Bz C
3 days ago
Zelensky needs just one slap on his face and he'll surrender. That's how tough he really is.
27
REPLY"
97,"Sarah Hibburt
3 days ago
Instead of building relationship with RU, UK did choose to force itself to NATO, who is now neglecting them.
2
REPLY"
98,"Akshay Sharma
3 days ago
Zelensky put his country on the line
10
REPLY"
99,"Mezie Mbamara
2 days ago
Support your people at all times.
Support your leaders when they deserve it.
See the contrast?
REPLY"
100,"Ryuji
3 days ago
God damn!!!!! Thats inhumane
11
REPLY"
101,"James Atkins
2 days ago
The truth WILL come to light.  My prayers to all caught between deceitful regimes. God bless.
REPLY"
102,"ธรรมวงศ์bartholomew
2 days ago
Stay strong Russia and Ukraine.
REPLY"
103,"ICU
3 days ago
Sad I've past and present serving family members, I keep it (politics) away from them, so the kids can focus on keeping themselves and their battalions alive But the family members (apart from 2) are so brainwashed (Roman mob) funny thing about it the same family forgotten 10 years ago (Ukraine war) we had an massive international outcry we (family and friends) so thousands of exmilitary/civilians from around the world even from the US including us (legends 🤣) to volunteered  to help and fight those murderers with the Russians especially after coming home from work seeing on tv 20k+ men including women and children bashed to death and burnt alive in buildings in Odessa they still there (my passport expired didn't go) but now I'm we going to fight against my buddies because Putin is trying to stop ethnic cleansing!!
Read more
1
REPLY"
104,"Harold Cruz
3 days ago
Well they are actually wrong, Zelensky just doesn't want to bury them he also intends to bury Ukranian civilians.
1
REPLY"
105,"Maulana Garaudy
3 days ago
Always support Russia from Indonesia 🇮🇩
2
REPLY"
106,"ROBINSH RAJ
3 days ago
Indian peoples with Russia
58
REPLY"
107,"Robert Martin
3 days ago
It’s sad how weak the Russian army is looking and still are sacrificing their young men to die on foreign soil. It’s nice to see the Russian citizens standing up and protesting this attack on a much smaller nation.
REPLY"
108,"Chaos Land
3 days ago
Zelensky is a comedian. And he's to protect Ukraine whan he doesn't know when to give up.
54
REPLY"
109,"riuntzz claszx
3 days ago
Good decision.You'll fight for nothing.
8
REPLY"
110,"John Best
3 days ago
So much for the Imperialist West New tune of Ukrainian resistance...
Ukraine is closer to Russia in every way than it is to the Imperialist West...
But still NATO wants to use them against Russia...
3
REPLY"
111,"Dibyayan Mukherjee
1 hour ago
We are in full support with Russia. From India
REPLY"
112,"The Travel Agent
3 days ago
I wish Ukraine just lay down their weapons..be a part of Russia as you were..you will be taken of as President Putin is a very good man.🌹
5
REPLY"
113,"Edwin Waitiki
3 days ago
The Invasion of Ukraine was Inevitable:

Understanding Russian Concerns and the Folly of Western Diplomacy
Read more
81
REPLY"
114,"AnotherPerspective
3 days ago
Ouch... they just realized they were just part of the plot? They didn't know Zelensky was a screenwriter?
54
REPLY"
115,"Fred Bloggs
3 days ago
RT videos now seem to be banned in most countries, I had to VPN to the US to play this.
13
REPLY"
116,"АНДРЕЙ СЕРГЕЕВИЧ
2 days ago
The first thing we need to do is start listening to each other.
REPLY"
117,"paul roustan
3 days ago
Western media isn’t showing this video, they made these guys out to hero’s, who died in defiance.
But they’ve survived, and now we hear their story, probably not all wanted to speak, and that’s why there only two.
1
REPLY"
118,"Samir Kirungi
3 days ago
The oppressed stand with Russia.
3
REPLY"
119,"Ethan Dawson
3 days ago
Nice I’m sure this guys weren’t under any duress whatsoever lol
3
REPLY"
120,"Moh Ridwan Ahmad
3 days ago
Keep strong soldiers.. 🙏 and keep strong 🇷🇺
12
REPLY"
121,"Historian
3 days ago
Zelensky will be called brave while using his people as his shields
51
REPLY"
122,"Noob
3 days ago
The first casualty of war is Truth.
4
REPLY"
123,"roman Morozov
1 day ago
Im russian and ukrainian and this whole ordeal inflicts the most damage on the ordinary ppl.  Regardless of nationality this is just terrible.
REPLY"
124,"Tony Rod
3 days ago
I truly hate the impotence of not knowing what or who to believe in this war of disinformation and misinformation.
REPLY"
125,"Well Tank
2 days ago
It's really hard to find news like this, real news.
REPLY"
126,"Amir Murtaza
3 days ago
I switched to Indian English channels on YouTube to get Russian side of story. But I was astonished to listen to these Indian channels as they were also towing same western narrative and propaganda. I hope Russia Government and  people take notice of it. Please guide from where we can get Russian narrative.
121
REPLY"
127,"Tsaichopath - One with 1.5 PhD degrees from LSE
3 days ago
RT and all other social media should have posted at least 3000 to 5000 more footages and reports like this every week if it is not everyday!!
REPLY"
128,"uzz uzz
3 days ago
Seems the longer this war goes on the more the truth comes out.
REPLY"
129,"Eduardo Villegas
3 days ago
Good for them. Real Ukrainian people.
1
REPLY"
130,"RAJA BORA
3 days ago (edited)
Zelensky is trying to look Hero with the help of Americans. He is putting Ukranian citizens in harms way whereas a leader should try everything to keep its people out of harms way.
6
REPLY"
131,"William Matar
3 days ago
I wish Peace between those two kind nations, Russia and Ukraine... But I wonder where were the western countries.. when Azerbaijan attacked Armenia... or when the USA invaded Iraq... etc... Hypocrite...
1
REPLY"
132,"Adhy Wicaksono
3 days ago
🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺
From indonesia
23
REPLY"
133,"Jorge Saito
3 days ago
The more I learn how humans treat each other the more I like dogs.
1
REPLY"
134,"F. U. and S.T.F.U
3 days ago
Let send our men thinking it's an exercise when in reality it's a war. Good job russia.
👏 👍 👌 🙌 😄 😀
REPLY"
135,"Susai Raj V
1 day ago
You soldiers have chosen right path...
REPLY"
136,"Iqbal Husnoo
3 days ago
Truth always prevails, but little will care to hear any of it.
REPLY"
137,"Cherokee Fit
3 days ago
Thank god I’m not serving in the infantry anymore. Canada dumped Afghanistan and Ukraine too. Lesson learned in my end
2
REPLY"
138,"Marie Faustine
3 days ago
I knew there was something fishy about the whole story...
4
REPLY"
139,"Paul Donvito
1 day ago
Great vid.  I bet that no pressure (or guns pointed at heads) was used in the creation of this clip.
REPLY"
140,"PAK
3 days ago
🇷🇺❤️🇵🇰
16
REPLY"
141,"Max Tardy
3 days ago
The Geneva Convention indicates that it’s not permitted to photograph and embarrass or humiliate prisoners of war...
2
REPLY"
142,"EBEN EZER
3 days ago
Russia's greatness revealed again!
2
REPLY"
143,"William Koch
3 days ago
None of this makes sense. There's only 2 soldiers on here saying anything negative of Ukraine, meaning these were the two Russia was able to coerce into propaganda videos. I don't understand how anyone was suppose to know of their condition until 2 days after they were captured, fog of war is a bitch like that.  So to say the lies were intentional is dishonest.  And how were they suppose to be evacuated when they were one of the first ones targeted at the beginning of the war?  How much time passed from ""Russian warship, go f*** yourself"" to getting captured?
Read more
1
REPLY"
144,"VNB102
3 days ago
It's a shame that we're living in 2022 and yet we believe in western news. For years, I've ignored all kind of global news from bbc, rfa etc. Ya know what, we have the world wide web ( even Optimus Prime learns from it lol )
3
REPLY"
145,"Ninki Chan
3 days ago
The border Security who surrendered were even given food after the surrender. None of them were violently hurt.
1
REPLY"
